kernel_name,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,embedding_100,embedding_101,embedding_102,embedding_103,embedding_104,embedding_105,embedding_106,embedding_107,embedding_108,embedding_109,embedding_110,embedding_111,embedding_112,embedding_113,embedding_114,embedding_115,embedding_116,embedding_117,embedding_118,embedding_119,embedding_120,embedding_121,embedding_122,embedding_123,embedding_124,embedding_125,embedding_126,embedding_127,embedding_128,perf,util-LUT,util-FF,util-DSP,util-BRAM
gemm-blocked,64.0,1.0,50.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10434022,0.2806802,-0.7829195,-0.27709422,-0.51985085,0.15070973,-0.8086003,-0.1814835,-0.5911029,0.17194787,0.48252434,1.0224931,-0.7569455,-0.573719,-0.86639124,-0.6983991,0.5778481,-0.61283517,-0.118413426,1.3139703,0.26182395,-0.7798706,-0.6447115,-0.5840958,-0.570864,-0.32806537,0.9829017,-0.16776364,-0.39763716,1.5759767,-0.48582497,-0.7970019,-0.25802606,0.40261593,0.43323395,1.1614485,0.040278576,-0.6949788,-0.36887637,-0.5805311,-0.34419066,-0.89748985,-0.11032069,0.30255774,-0.8555894,-0.64066225,-0.12958279,-0.32985678,0.56941074,-0.01990239,1.5288081,1.2076354,1.4103341,-0.5364285,0.44826514,0.07995606,1.8929074,1.2073867,-0.12770303,-0.8429282,-0.18743128,-0.15867963,0.65928066,-0.5627869,-0.10961472,0.010198679,-0.13507527,-0.12260269,1.2979006,0.66916364,-0.13005579,-0.11869735,0.48969585,0.5384792,-0.052428234,-0.09865911,0.7027956,-0.11178211,-0.13628101,-0.13288288,1.4333248,-0.114731506,-0.056042492,0.28851253,-0.07815685,2.3144314,0.52669334,1.2789099,0.0144052,-0.12414929,2.1930504,-0.099749416,-0.114388764,-0.017182132,-0.099912,0.9795046,-0.081754886,0.047589444,2.1841683,-0.057353307,0.9103545,0.6094408,-0.10149759,-0.114051096,0.33854875,-0.14397416,2.5285811,-0.046754614,3.3729417,-0.12169536,1.3267008,-0.1173946,0.18796249,1.6265092,0.18353163,3.7944224,0.6749469,-0.12783548,0.11919347,-0.10815528,1.4476953,-0.08350046,1.202856,-0.13831049,0.8103241,1.7401445,-0.10363838,-0.022019552,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,16.0,50.0,1.0,50.0,50.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6818984,0.019026086,-0.7852343,-0.28347954,-0.5383471,2.1113849,0.18461472,-0.33915824,-0.6007265,-0.31895867,1.3547078,-0.4446621,-0.7843845,-0.5605096,-0.8263008,-0.69109577,0.7256335,0.6521921,-0.51634526,1.3286971,-0.12297975,1.9711969,-0.76366454,0.05457422,-0.6046458,-0.33486602,0.012055163,-0.013265381,-0.40456137,1.4375937,-0.47512877,0.1421717,-0.2655047,0.8751155,-0.36153075,0.22240376,0.086671986,0.72375596,-0.45311087,-0.46478775,0.51675177,-0.73727024,-0.27344558,0.13071321,-0.36831903,-0.35062972,0.6051922,-0.30491787,0.55293345,-0.540281,-0.21902017,2.9311426,0.38200104,-0.7446465,0.7249337,0.10342999,1.4823503,-0.6298049,0.15255544,-0.82338685,-0.119670525,-0.16749845,-0.7328336,-0.56208265,-0.15702091,0.6329796,-0.15930842,-0.14805391,-0.09331734,1.2967985,1.1449401,0.39332253,-0.1445248,0.31873062,1.6523745,-0.15411662,-0.15047361,-0.12159687,-0.16103964,1.8617033,0.42447647,0.74723023,-0.15206672,0.7877084,-0.07695986,2.373513,0.76609415,0.34526363,1.9724249,-0.15021785,-0.083761536,-0.12555942,-0.1399135,0.6659582,0.54504985,3.776217,0.19950709,0.7290211,-0.065176964,-0.09852628,0.26233247,0.8416065,-0.12159797,-0.15365422,0.40469727,-0.1676935,2.1157238,-0.13411717,0.18678193,0.09620599,0.38674226,0.84650266,0.33075517,-0.11694885,3.3142762,1.5861948,-0.10038209,-0.14974385,3.8786354,-0.13386114,2.2651668,0.4951809,-0.073326126,2.4531784,1.8631573,0.013367069,-0.15622,1.5001931,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5527427,-0.15940604,-0.76738477,-0.21622719,-0.27961576,0.24072851,-0.79582435,-0.28041083,-0.56161815,-0.36877364,0.4223789,-0.3973382,-0.7627056,-0.5430289,-0.85446185,-0.6727141,0.27415136,-0.58653194,-0.5568825,1.4951621,-0.36420432,-0.7832235,-0.5832512,-0.61675066,-0.4967815,-0.27530965,0.09806708,-0.10454085,-0.34949535,0.027091332,-0.44792897,-0.89511484,-0.16976286,-0.12257923,-0.4028286,0.30706325,-0.061069027,-0.62773037,-0.39487532,-0.59967667,-0.28937688,-0.8968039,-0.5908617,0.007284427,-0.85144264,-0.6124687,-0.07639159,-0.27271304,0.11571423,-0.4214988,-0.29133826,0.6970771,0.2812746,-0.65573204,-0.57095337,0.18532492,1.1340382,-0.77856207,0.01947115,-0.7948198,0.013816442,-0.082040675,-0.7559774,-0.5318917,0.91181594,-0.07110321,-0.100004494,-0.07887487,1.6119777,-0.027436191,-0.102325514,-0.08573148,-0.07851363,-0.08618876,0.9242787,-0.0930317,-0.020228367,-0.07559206,-0.10041315,-0.09503783,0.012824135,-0.07954514,-0.09059685,0.025126193,-0.052954156,-0.09623193,1.3430696,-0.047513533,0.60820884,-0.08534301,0.025744552,-0.06318527,-0.07501436,-0.022728493,-0.08183224,-0.106856406,0.24514213,1.0520865,-0.05509,-0.03714009,0.5408348,0.29793727,-0.0011702718,-0.09073348,-0.070883654,-0.109015256,0.21118186,-0.07192621,-0.10764798,-0.086187586,-0.0797558,-0.07503145,1.2195468,0.7688435,-0.070159934,-0.016850553,-0.0212228,0.66606104,1.0864011,-0.053156752,-0.021124424,-0.08797546,0.6314653,0.1953273,1.1823474,-0.03653977,-0.0955761,-0.095145755,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,1.0,50.0,50.0,50.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114411734,-0.21552704,-0.7806765,-0.26948264,0.053793274,0.17505288,-0.80245304,0.09923947,-0.5913001,-0.21981122,0.7783672,-0.4271373,-0.7769296,-0.5598654,-0.8650997,-0.69520336,0.18872733,-0.36992425,-0.5842321,1.7232834,-0.091757014,-0.7958489,0.6759149,-0.21401316,-0.50834405,-0.2983199,0.037987135,-0.15973765,-0.39098632,0.32399204,-0.48015407,-0.60344714,-0.2503017,0.14316432,-0.4409632,0.24178976,0.45059973,-0.18000482,-0.44096726,-0.57626706,-0.13498096,-0.9013823,-0.4764975,0.5063971,-0.86122555,-0.63711554,-0.13124888,-0.32126158,0.65801567,0.22623694,-0.33782682,0.61537755,0.19607006,0.08809812,0.09751521,0.09105877,1.2802906,-0.79168785,0.15714376,-0.5318157,0.33096015,-0.13706946,-0.77144986,-0.46592948,1.1703898,-0.13593157,-0.16025378,-0.14824887,2.0564315,0.9230485,-0.13445117,-0.06261935,-0.1502683,-0.13822769,0.4132064,-0.15370566,-0.15460433,-0.13716641,-0.16141407,-0.15856044,1.7850602,0.2292984,-0.15271057,0.85500705,-0.10645724,1.7059462,1.3871932,2.0779836,0.0009116954,-0.14909834,0.07564868,-0.12581654,-0.13991694,-0.08108115,-0.12791449,1.4001034,-0.115675524,0.5688315,-0.13106385,-0.10363809,0.82284486,2.0879176,-0.13821833,-0.15147613,0.5651075,-0.14082226,1.2533804,-0.1111783,3.1675522,-0.14787371,0.31459334,-0.14316009,1.6702378,1.7165656,0.029877452,3.6660197,-0.099627905,0.42330894,1.1292993,-0.13311408,1.1977186,-0.14939941,1.8745221,0.31587434,1.5902758,1.5377549,-0.1569742,0.015360149,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,2.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6260347,-0.053392425,-0.77000755,-0.22226842,-0.41329217,0.37294215,-0.7939277,-0.27911437,-0.5665162,-0.22347538,0.395144,-0.4068265,-0.7699278,-0.42137542,-0.856723,-0.6749995,0.27105743,-0.5912833,-0.5634548,1.5194798,-0.34152547,-0.80334467,-0.57924134,-0.6181004,-0.507284,-0.28071812,0.10949999,-0.110462256,-0.35522255,0.4212929,-0.42462608,-0.84110934,-0.1370892,-0.24469791,-0.41106537,0.29352963,0.42860994,-0.67469233,-0.40325564,-0.6069868,-0.29141843,-0.7644505,-0.61354,-0.0011830727,-0.85169286,-0.61817485,-0.085583806,-0.2755588,0.050864954,-0.3818161,-0.2127821,0.6392899,0.36934423,-0.66560996,-0.567872,0.20525607,1.132523,-0.77883214,-0.005766334,-0.7544644,-0.10751237,-0.08815308,-0.7565491,-0.46695906,0.5387279,-0.14213996,-0.16944548,-0.15044053,3.1951118,1.5039395,0.14299458,-0.11286416,-0.15980986,-0.1542949,1.5800344,-0.15521124,0.6512344,-0.14711246,-0.16989264,-0.16444014,-0.08356925,-0.14896958,-0.16187038,0.14178804,-0.1246644,2.106899,1.1912708,1.4201818,0.9836837,-0.15602082,0.10202196,-0.13566515,-0.14565596,0.62764186,0.28362486,0.57464916,0.9272691,1.257918,-0.14159872,-0.11240441,0.7044993,0.3922147,-0.12945314,-0.16278054,-0.15377317,-0.17680931,0.46238557,-0.14399812,1.8795525,-0.10959928,-0.14958502,-0.14484926,1.2889425,0.38491318,-0.1429366,4.948121,-0.10187365,0.10937349,1.8985145,-0.01829783,0.03990571,-0.15896882,1.5438093,0.795049,0.9072788,1.1934348,-0.16512854,-0.16340382,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,4.0,50.0,1.0,50.0,100.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3664395,0.5118812,-0.7572706,0.12890564,-0.416626,4.0890017,3.7288451,-0.09259571,-0.6238972,0.004342784,1.2022047,-0.4890668,-0.80215365,-0.08963272,-0.87360936,-0.58028775,0.13831462,2.4599168,-0.6149888,1.6620932,0.38124314,1.2490964,0.3104846,2.2981267,-0.43066654,-0.3104112,-0.0697979,-0.22919115,0.2985637,0.94070554,0.8856353,2.4512243,-0.008337589,2.1254263,-0.08005149,0.11200115,1.2945503,0.33400163,-0.48685375,-0.5285839,-0.38988698,-0.78396034,0.661034,-0.14116476,-0.53651416,-0.56576204,-0.21360235,-0.35206437,0.05976953,-0.43717813,0.55698603,3.7434871,0.5663482,0.89788693,0.67564225,0.14542629,1.1406261,-0.61384183,-0.005373207,-0.6671209,0.41117227,0.43788102,-0.7665671,-0.50944966,1.2567843,-0.13247584,-0.16872662,-0.15841904,0.6534315,3.4486918,3.3307536,0.6496072,-0.17004511,0.056428134,2.0742445,-0.17224567,-0.17444606,-0.15654022,-0.17997275,0.5537287,-0.09175145,3.3077698,-0.1701126,1.1030278,-0.13262315,1.9786866,0.7201227,2.3255029,0.95542127,-0.16600735,-0.12501742,-0.13993163,0.62841046,1.1492796,2.1306252,4.3367333,1.2050506,2.419957,0.14580037,-0.123404324,-0.08301511,0.93440634,-0.14088315,-0.14219593,-0.16023014,-0.1581691,1.4107974,-0.15448217,0.15151769,0.39353687,-0.16007218,-0.023458553,0.8484441,-0.14468269,0.8095664,3.3893633,-0.09541313,0.42839557,3.5470352,0.124376185,0.040241856,0.18672572,0.31368542,0.7988743,0.5533644,0.5441759,-0.17062367,-0.17063965,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,1.0,1.0,50.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09443424,-0.22912587,-0.78413194,-0.28259128,0.19091494,0.64101243,-0.8100006,0.025510741,-0.5877992,-0.40814477,0.98597515,-0.437133,-0.78076094,-0.57694304,-0.86752033,-0.69319946,0.6839645,-0.32916147,-0.5907449,2.0614717,-0.41283748,-0.7997494,0.18895237,0.07596297,-0.5171679,-0.17242815,0.030833408,-0.10850691,-0.40127072,0.47779524,-0.48948538,-0.49134108,-0.24843109,0.122584306,-0.45098338,0.21950415,1.0132507,-0.19459812,-0.2576471,-0.6282197,-0.11217687,-0.4307595,-0.45110145,0.5141104,-0.8639,-0.2788375,-0.14689335,-0.23230942,0.6437979,0.1303523,-0.3496485,0.58631796,0.17460497,-0.1083439,0.075893104,0.07147957,1.0164357,-0.7800254,0.23248966,-0.5402024,0.3136363,-0.1411095,-0.7755518,-0.3162497,1.0894703,-0.1175538,-0.14141612,-0.12972365,1.1652646,0.30420953,-0.14302815,0.68559414,0.053306125,-0.10971209,0.4936844,-0.1334771,-0.13497418,-0.119545154,-0.14257874,-0.011318406,1.1398089,1.0455923,-0.13400589,1.1406564,-0.101771876,-0.13838825,1.3502944,0.7647808,0.015918301,-0.11407515,0.101845816,-0.10342107,-0.1104901,0.5723338,-0.12412484,0.82498354,-0.094674975,0.57086277,-0.11296082,-0.086165115,0.17569791,0.6435831,0.14653122,-0.13484302,0.83605087,-0.10430471,0.71763057,-0.057212453,-0.14527217,-0.0935733,-0.12531953,-0.11302673,1.3155165,1.714871,-0.11863092,-0.06838292,-0.08224953,0.43537325,1.1184275,-0.11492412,0.063249305,0.13421132,1.0125314,0.32346055,0.7726596,-0.11158434,-0.13824342,-0.014411414,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,2.0,50.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6751943,-0.048194177,-0.6840108,-0.22152328,-0.4779541,0.23441775,-0.79751766,-0.118192315,-0.5645828,-0.03539411,0.30402938,-0.3532726,-0.76675516,-0.45728707,-0.85541964,-0.6747885,0.43655202,-0.58905417,-0.5622288,1.4828106,0.09364775,-0.62192255,-0.4184299,-0.6235536,-0.5835709,-0.27969086,0.08733964,-0.10916425,-0.35291308,0.7227574,-0.4518087,-0.7916008,-0.20872332,-0.05668853,-0.40692994,0.29535648,0.27988404,-0.43023226,-0.4014994,-0.60419476,-0.29179558,-0.64183176,-0.62054425,0.080923975,-0.8517961,-0.6149678,-0.08065956,-0.27564335,0.083885886,-0.30039603,-0.05557223,0.691051,0.6377127,-0.7497367,-0.7141833,0.17773971,1.1256628,-0.659093,-0.06186648,-0.83258665,-0.14143011,-0.08741277,-0.4355853,-0.53382796,-0.07157559,-0.051866967,-0.081773706,-0.06013729,0.9119025,-0.0045180367,-0.083964795,0.60837704,-0.011126502,-0.065607876,0.9594434,-0.072434984,0.230967,-0.057296295,-0.081788674,0.34110168,0.013381799,-0.06009235,-0.07292237,0.37125707,-0.037633404,1.4861312,0.53158104,0.85149354,1.0389386,-0.06628935,0.6849883,-0.04349823,-0.05492585,-0.0015056798,1.1369941,1.3329345,0.9757087,0.025625827,0.9562511,-0.017767178,-0.06814171,-0.08191679,-0.037340872,-0.07291664,0.46164906,0.033647962,0.94683504,-0.05220442,1.836729,-0.0673089,1.4298081,-0.054504726,1.0390034,0.53314316,-0.036016904,1.7838948,-0.003958024,0.086372025,1.786427,-0.033836883,0.43779984,-0.07005859,0.47373572,1.1427228,0.12338979,-0.03885069,-0.07674974,-0.07570447,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,2.0,50.0,50.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6939193,0.17054789,-0.47492063,-0.272914,-0.32597664,0.65917856,-0.80755705,0.25474128,-0.5650109,-0.15373017,0.73413813,-0.31603622,-0.77180636,-0.5186035,-0.8656193,-0.66551137,1.2679921,-0.5577247,-0.4895201,1.8742312,0.28274444,-0.47981983,-0.4632366,-0.20292954,-0.37537798,-0.16101608,0.0981025,0.03000255,-0.39324686,1.7183374,-0.44536534,-0.4102696,-0.19415373,0.37851176,-0.30563462,0.23455766,1.5386168,-0.2321956,-0.24780096,-0.6232954,-0.2842449,0.17215824,-0.5556089,0.55047077,-0.81975013,-0.26823896,-0.08690696,-0.22181076,0.2686901,-0.28553984,0.2879062,0.6218082,1.1766593,-0.45236608,-0.65600055,0.10025145,1.0847723,-0.0058194236,0.10537905,-0.79906195,-0.17576921,-0.12966213,-0.20099351,-0.31019613,-0.07244143,-0.079190455,-0.11165127,-0.0995342,0.9361612,0.34901685,-0.11349725,1.3541687,0.399295,-0.07865171,0.68478847,-0.10421455,0.007982368,-0.088980585,-0.11286135,0.4423112,1.2163215,0.7438987,-0.10396913,1.0643055,-0.07074709,0.47880095,0.56254774,0.60738814,0.66141236,-0.083305545,1.1238172,-0.07225011,-0.07549772,0.7961591,0.5731975,1.560042,0.72107464,0.1427753,0.71744955,-0.054350633,0.007779858,-0.10715716,0.18652308,-0.10483773,0.88925266,-0.07318386,1.4249446,0.2783775,0.63914114,-0.062149785,0.7831419,-0.08221073,0.8838424,1.1449589,0.053160142,0.22211406,-0.050282426,0.012547757,1.2144233,-0.08543631,0.40077388,0.1742236,0.8381081,0.64667946,0.061919563,-0.08071476,-0.10836087,0.018396866,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,32.0,50.0,50.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61601895,-0.1330624,-0.7777509,-0.26153117,-0.34909683,0.68515354,-0.8045438,0.09196229,-0.5287401,-0.32552588,0.7358568,-0.42117825,-0.75616324,-0.5646324,-0.86351514,-0.6550186,0.7700444,-0.550805,-0.49331808,1.9060696,-0.34520543,-0.5904303,-0.75123614,-0.20581067,-0.5683526,-0.14788114,0.10259592,-0.0815208,-0.38400668,0.6292202,-0.47475868,-0.62084574,-0.22633827,-0.26232362,-0.30266565,0.25388506,0.94297415,-0.6909393,-0.23602529,-0.61739767,-0.29035702,-0.3097174,-0.4925153,0.58810574,-0.84121877,-0.25678065,-0.08465109,-0.2096279,-0.04967077,-0.44752434,-0.15351328,0.6502225,0.3467083,-0.44927147,-0.63366127,0.10320305,1.1519413,-0.72409344,-0.009450224,-0.8026828,-0.11464092,-0.07801802,-0.6729021,-0.28037864,-0.1284686,0.8437221,-0.13565116,-0.12386054,0.30989325,0.31245223,-0.13744259,1.8269203,1.56592,0.5235183,0.3676192,-0.12841393,0.4632963,-0.11359525,-0.13682407,0.9277178,1.1579182,0.6964804,-0.12371005,0.78432447,-0.09318387,1.7719121,0.494329,0.30208704,0.851741,-0.108061194,1.4972454,-0.09732169,-0.10487248,0.5865425,-0.11820177,1.9573653,-0.08892146,-0.08352297,2.4323916,-0.07990981,0.242281,-0.13127866,0.15439178,-0.12901922,0.5453442,-0.09283574,2.3638718,0.5077035,0.46122843,-0.087495215,1.0974661,-0.10700975,0.17058523,1.6160142,1.7756149,0.50650626,0.3431454,-0.108179316,0.67311084,-0.11014744,0.7768909,0.14505664,0.6154307,1.0348632,1.5995609,1.1088984,-0.12761661,0.5983633,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,4.0,50.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6639656,0.21530211,-0.618533,-0.22914125,-0.40337855,0.3019757,-0.7993793,0.0014586004,-0.5698653,0.15316214,0.4186274,-0.40669337,-0.76900846,-0.2923833,-0.85698587,-0.624101,0.27386513,-0.59356356,-0.56408525,1.6259577,-0.27447134,-0.41009656,-0.66991895,-0.6271333,-0.46801794,-0.2874594,0.07311561,-0.11688734,-0.3615826,0.97988933,-0.3567363,-0.71246034,-0.04662567,0.15792002,-0.36844617,0.28241622,0.90218335,-0.67959815,-0.40886956,-0.37879956,-0.30110747,-0.5426085,-0.606332,-0.009441363,-0.853784,-0.57325816,-0.09384238,-0.2826564,0.27264944,-0.33212453,0.22159341,0.6663904,0.73039776,-0.6215667,-0.49496916,0.49716023,1.0965909,-0.43712482,0.18907137,-0.7371346,-0.14968057,-0.09611154,-0.66494846,-0.539582,0.107797414,-0.0019215702,-0.06448797,-0.06841788,1.0333117,-0.004134927,-0.08843285,0.355797,-0.072602116,0.017694168,1.635801,-0.082205705,-0.043149497,-0.024102531,-0.089459516,0.60128266,0.16831698,-0.06283145,-0.07977538,0.5772466,-0.025453027,0.03520882,1.0271078,-0.07701532,1.4471431,-0.07480542,0.0020957994,-0.05208853,-0.06476757,1.1539266,1.2400421,1.3959105,1.6974391,0.40136817,0.51007044,-0.028590716,0.08601936,-0.08952698,-0.019980352,-0.043847874,-0.0641188,-0.04196252,0.22753535,-0.06092905,-0.09657965,0.50467926,-0.06983434,-0.04122554,1.1995714,-0.024300465,0.10450297,-0.008151329,0.060016304,0.16491991,2.7445931,0.13052252,-0.003312261,0.41459107,0.321418,1.1514266,-0.030657113,-0.040312376,-0.071509115,-0.08452494,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,32.0,50.0,1.0,50.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62796354,0.03053495,-0.77094597,-0.23678069,-0.4927527,0.21352158,-0.79566145,-0.215331,-0.4913748,-0.34086064,0.27024147,-0.40217918,-0.7673114,-0.5504704,-0.8540236,-0.6220227,0.47358164,-0.59149164,-0.50216,1.4363154,-0.13332355,-0.593819,-0.72363997,-0.623543,-0.49994788,-0.29159293,0.08440159,0.050202917,-0.36441603,0.360082,-0.4574684,-0.73673177,-0.21729459,-0.26103032,-0.30003187,0.29578415,0.008897813,-0.68109053,-0.41691357,-0.60797185,-0.3080364,-0.81389517,-0.50400734,0.23224764,-0.85565734,-0.6135623,-0.062360246,-0.2928969,-0.003748429,-0.4848289,-0.05469842,0.68604267,0.42238742,-0.7604093,-0.63996863,0.14006536,1.810022,-0.62324834,0.05030576,-0.71646494,0.05259247,-0.049470898,-0.7563965,-0.45558992,-0.05549439,0.9062376,-0.11403553,-0.09591839,-0.058813423,-0.04703369,-0.0867854,0.92273134,0.8857707,0.17959267,-0.040340167,-0.10712914,-0.10274122,-0.09015053,-0.10859158,0.60369897,0.03715579,-0.095993586,0.025579,-0.00017919345,-0.061919905,1.107213,0.36179066,-0.102404594,0.93054706,-0.10349822,-0.00038117415,-0.077328175,-0.09281107,0.017334463,-0.09511424,1.5400923,-0.057951108,-0.05731253,0.837095,-0.053658042,-0.040332153,-0.11501338,-0.0732794,-0.107075915,-0.09191133,-0.042496845,1.0090939,0.17564209,-0.115922116,-0.0128279505,0.281244,-0.09589189,0.6098039,0.46517396,2.317088,-0.03115562,0.002203655,-0.11527881,0.47982082,-0.08572597,1.4569191,-0.10023333,-0.056356434,1.3002536,1.4150697,0.70214856,-0.107471146,0.9436517,,11.63,0.00,0.00,0.00,0.00
gemm-blocked,2.0,50.0,50.0,1.0,100.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2202159,-0.16186316,-0.80359,-0.33871317,-0.37091136,4.161299,2.4229012,-0.06086116,-0.6184151,-0.2845362,2.7259572,-0.49479237,-0.80477893,-0.43957436,-0.88045996,-0.71055627,0.5443122,3.2410154,-0.62864566,1.7945555,-0.30151108,2.9130237,-0.58445585,2.1266258,-0.5788246,-0.24080163,-0.06857246,-0.1719498,1.1365013,0.7057343,-0.40015915,2.547215,-0.25372073,2.3164382,-0.48741093,0.10676868,1.3505394,2.359571,-0.32676113,-0.66414887,-0.37221995,-0.3645028,0.075796135,0.37624243,-0.64213765,-0.34414166,-0.22786,-0.21370423,0.21405517,-0.32875517,-0.32843062,4.800929,0.15684925,-0.30909896,1.3326739,-0.0007550874,0.8360324,-0.79720384,-0.07684775,-0.79849035,-0.20618914,0.19574457,-0.794835,-0.3213507,0.98985416,-0.17976543,-0.22151497,-0.2071643,2.9288504,2.3627021,1.7758672,0.5685563,-0.041636664,-0.16801655,2.5658336,-0.21455367,1.228771,-0.16444091,-0.22301659,-0.09881776,2.428274,2.9068356,-0.21525696,0.898903,0.01874425,2.09628,1.0703737,2.5704207,0.8422005,-0.19470882,0.6109626,-0.17748527,0.7914299,0.6003195,0.25303087,3.038684,1.0829816,2.0071769,0.24261287,-0.17242253,0.33626142,1.7142701,1.0074499,-0.21686724,0.3869238,-0.18731776,2.037544,-0.14708377,0.7404605,-0.13781977,-0.20772123,-0.15223727,1.5545013,1.5911901,-0.19844522,4.7155128,-0.17055966,0.13413428,2.900986,-0.09929095,-0.036107615,0.028700965,2.1499615,0.6661671,0.97287446,0.6714849,-0.2187969,-0.10682485,,11.63,0.00,0.00,0.00,0.00
